,GD,GameNumber,LossTeam,Season,WinTeam,PlayerNumber,PlayerPosition,TeamCode,GF,GA,Rank,RosterCount,Position,PositionCount,FCount,DCount
2888274,2,20746,EDM,2010,DAL,63.0,C,DAL,3,1,1,18.0,F,12.0,12.0,6.0
2888275,2,20746,EDM,2010,DAL,15.0,R,DAL,3,1,2,18.0,F,12.0,12.0,6.0
2888276,2,20746,EDM,2010,DAL,10.0,L,DAL,3,1,2,18.0,F,12.0,12.0,6.0
2888310,2,20746,EDM,2010,DAL,11.0,C,DAL,3,1,2,18.0,F,12.0,12.0,6.0
2888320,2,20746,EDM,2010,DAL,20.0,C,DAL,3,1,2,18.0,F,12.0,12.0,6.0
2888333,2,20746,EDM,2010,DAL,5.0,D,DAL,3,1,2,18.0,D,6.0,12.0,6.0
2888334,2,20746,EDM,2010,DAL,28.0,D,DAL,3,1,2,18.0,D,6.0,12.0,6.0
2888422,2,20746,EDM,2010,DAL,13.0,R,DAL,3,1,2,18.0,F,12.0,12.0,6.0
2889836,-3,20747,COL,2010,PHX,26.0,C,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889837,-3,20747,COL,2010,PHX,29.0,C,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889838,-3,20747,COL,2010,PHX,18.0,R,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889839,-3,20747,COL,2010,PHX,3.0,D,COL,2,5,2,18.0,D,6.0,12.0,6.0
2889840,-3,20747,COL,2010,PHX,4.0,D,COL,2,5,1,18.0,D,6.0,12.0,6.0
2889842,-3,20747,COL,2010,PHX,34.0,C,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889843,-3,20747,COL,2010,PHX,28.0,L,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889844,-3,20747,COL,2010,PHX,39.0,L,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889846,-3,20747,COL,2010,PHX,8.0,D,COL,2,5,2,18.0,D,6.0,12.0,6.0
2889860,-3,20747,COL,2010,PHX,11.0,C,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889861,-3,20747,COL,2010,PHX,54.0,R,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889863,-3,20747,COL,2010,PHX,44.0,D,COL,2,5,2,18.0,D,6.0,12.0,6.0
2889872,-3,20747,COL,2010,PHX,10.0,D,COL,2,5,2,18.0,D,6.0,12.0,6.0
2889876,-3,20747,COL,2010,PHX,55.0,L,COL,2,5,2,18.0,F,12.0,12.0,6.0
2889878,-3,20747,COL,2010,PHX,52.0,D,COL,2,5,2,18.0,D,6.0,12.0,6.0
2889890,-3,20747,COL,2010,PHX,9.0,C,COL,2,5,1,18.0,F,12.0,12.0,6.0
2889891,-3,20747,COL,2010,PHX,23.0,R,COL,2,5,1,18.0,F,12.0,12.0,6.0
2889911,-3,20747,COL,2010,PHX,25.0,R,COL,2,5,2,18.0,F,12.0,12.0,6.0
2891217,3,20748,STL,2010,CGY,13.0,C,CGY,4,1,1,18.0,F,12.0,12.0,6.0
2891218,3,20748,STL,2010,CGY,17.0,R,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2891219,3,20748,STL,2010,CGY,25.0,R,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2891220,3,20748,STL,2010,CGY,4.0,D,CGY,4,1,2,18.0,D,6.0,12.0,6.0
2891221,3,20748,STL,2010,CGY,28.0,D,CGY,4,1,2,18.0,D,6.0,12.0,6.0
2891235,3,20748,STL,2010,CGY,8.0,C,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2891236,3,20748,STL,2010,CGY,12.0,R,CGY,4,1,1,18.0,F,12.0,12.0,6.0
2891237,3,20748,STL,2010,CGY,40.0,L,CGY,4,1,1,18.0,F,12.0,12.0,6.0
2891247,3,20748,STL,2010,CGY,18.0,C,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2891248,3,20748,STL,2010,CGY,10.0,L,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2891249,3,20748,STL,2010,CGY,20.0,L,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2891250,3,20748,STL,2010,CGY,7.0,D,CGY,4,1,2,18.0,D,6.0,12.0,6.0
2891251,3,20748,STL,2010,CGY,33.0,D,CGY,4,1,2,18.0,D,6.0,12.0,6.0
2891262,3,20748,STL,2010,CGY,5.0,D,CGY,4,1,1,18.0,D,6.0,12.0,6.0
2891263,3,20748,STL,2010,CGY,6.0,D,CGY,4,1,2,18.0,D,6.0,12.0,6.0
2891271,3,20748,STL,2010,CGY,11.0,C,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2891272,3,20748,STL,2010,CGY,15.0,R,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2891273,3,20748,STL,2010,CGY,16.0,R,CGY,4,1,2,18.0,F,12.0,12.0,6.0
2892617,1,20749,NSH,2010,VAN,33.0,C,VAN,2,1,1,18.0,F,12.0,12.0,6.0
2892618,1,20749,NSH,2010,VAN,14.0,L,VAN,2,1,1,18.0,F,12.0,12.0,6.0
2892619,1,20749,NSH,2010,VAN,22.0,L,VAN,2,1,1,18.0,F,12.0,12.0,6.0
2892620,1,20749,NSH,2010,VAN,2.0,D,VAN,2,1,1,18.0,D,6.0,12.0,6.0
2892621,1,20749,NSH,2010,VAN,3.0,D,VAN,2,1,2,18.0,D,6.0,12.0,6.0
2892629,1,20749,NSH,2010,VAN,17.0,C,VAN,2,1,1,18.0,F,12.0,12.0,6.0
2892630,1,20749,NSH,2010,VAN,26.0,R,VAN,2,1,1,18.0,F,12.0,12.0,6.0
2892631,1,20749,NSH,2010,VAN,21.0,L,VAN,2,1,2,18.0,F,12.0,12.0,6.0
2892632,1,20749,NSH,2010,VAN,4.0,D,VAN,2,1,2,18.0,D,6.0,12.0,6.0
2892633,1,20749,NSH,2010,VAN,18.0,D,VAN,2,1,2,18.0,D,6.0,12.0,6.0
2892659,1,20749,NSH,2010,VAN,27.0,C,VAN,2,1,2,18.0,F,12.0,12.0,6.0
2892660,1,20749,NSH,2010,VAN,36.0,R,VAN,2,1,2,18.0,F,12.0,12.0,6.0
2892661,1,20749,NSH,2010,VAN,10.0,L,VAN,2,1,2,18.0,F,12.0,12.0,6.0
2892663,1,20749,NSH,2010,VAN,5.0,D,VAN,2,1,1,18.0,D,6.0,12.0,6.0
2892667,1,20749,NSH,2010,VAN,54.0,L,VAN,2,1,2,18.0,F,12.0,12.0,6.0
2892677,1,20749,NSH,2010,VAN,13.0,L,VAN,2,1,2,18.0,F,12.0,12.0,6.0
2892678,1,20749,NSH,2010,VAN,15.0,L,VAN,2,1,2,18.0,F,12.0,12.0,6.0
2892681,1,20749,NSH,2010,VAN,57.0,D,VAN,2,1,2,18.0,D,6.0,12.0,6.0
2893925,1,20750,SJ,2010,LA,28.0,C,LA,3,2,1,18.0,F,12.0,12.0,6.0
2893926,1,20750,SJ,2010,LA,14.0,R,LA,3,2,1,18.0,F,12.0,12.0,6.0
2893927,1,20750,SJ,2010,LA,94.0,L,LA,3,2,1,18.0,F,12.0,12.0,6.0
2893928,1,20750,SJ,2010,LA,3.0,D,LA,3,2,1,18.0,D,6.0,12.0,6.0
2893929,1,20750,SJ,2010,LA,7.0,D,LA,3,2,2,18.0,D,6.0,12.0,6.0
2893949,1,20750,SJ,2010,LA,11.0,C,LA,3,2,1,18.0,F,12.0,12.0,6.0
2893950,1,20750,SJ,2010,LA,12.0,C,LA,3,2,2,18.0,F,12.0,12.0,6.0
2893951,1,20750,SJ,2010,LA,23.0,L,LA,3,2,1,18.0,F,12.0,12.0,6.0
2893952,1,20750,SJ,2010,LA,8.0,D,LA,3,2,1,18.0,D,6.0,12.0,6.0
2893953,1,20750,SJ,2010,LA,33.0,D,LA,3,2,2,18.0,D,6.0,12.0,6.0
2893962,1,20750,SJ,2010,LA,13.0,L,LA,3,2,2,18.0,F,12.0,12.0,6.0
2893967,1,20750,SJ,2010,LA,22.0,C,LA,3,2,2,18.0,F,12.0,12.0,6.0
2893974,1,20750,SJ,2010,LA,17.0,R,LA,3,2,2,18.0,F,12.0,12.0,6.0
2893976,1,20750,SJ,2010,LA,2.0,D,LA,3,2,2,18.0,D,6.0,12.0,6.0
2893977,1,20750,SJ,2010,LA,53.0,D,LA,3,2,1,18.0,D,6.0,12.0,6.0
2893979,1,20750,SJ,2010,LA,26.0,C,LA,3,2,2,18.0,F,12.0,12.0,6.0
2893980,1,20750,SJ,2010,LA,15.0,R,LA,3,2,2,18.0,F,12.0,12.0,6.0
2893981,1,20750,SJ,2010,LA,27.0,L,LA,3,2,2,18.0,F,12.0,12.0,6.0
2895480,1,20751,FLA,2010,TOR,84.0,C,TOR,5,4,1,18.0,F,12.0,12.0,6.0
2895481,1,20751,FLA,2010,TOR,16.0,L,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895482,1,20751,FLA,2010,TOR,41.0,L,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895483,1,20751,FLA,2010,TOR,3.0,D,TOR,5,4,2,18.0,D,6.0,12.0,6.0
2895484,1,20751,FLA,2010,TOR,22.0,D,TOR,5,4,2,18.0,D,6.0,12.0,6.0
2895498,1,20751,FLA,2010,TOR,81.0,C,TOR,5,4,1,18.0,F,12.0,12.0,6.0
2895501,1,20751,FLA,2010,TOR,2.0,D,TOR,5,4,2,18.0,D,6.0,12.0,6.0
2895502,1,20751,FLA,2010,TOR,15.0,D,TOR,5,4,1,18.0,D,6.0,12.0,6.0
2895510,1,20751,FLA,2010,TOR,42.0,C,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895512,1,20751,FLA,2010,TOR,46.0,R,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895513,1,20751,FLA,2010,TOR,8.0,D,TOR,5,4,2,18.0,D,6.0,12.0,6.0
2895514,1,20751,FLA,2010,TOR,36.0,D,TOR,5,4,2,18.0,D,6.0,12.0,6.0
2895536,1,20751,FLA,2010,TOR,32.0,R,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895575,1,20751,FLA,2010,TOR,47.0,C,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895576,1,20751,FLA,2010,TOR,9.0,R,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895587,1,20751,FLA,2010,TOR,37.0,C,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895594,1,20751,FLA,2010,TOR,18.0,R,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2895595,1,20751,FLA,2010,TOR,38.0,L,TOR,5,4,2,18.0,F,12.0,12.0,6.0
2898103,-1,20753,NYR,2010,PIT,22.0,C,NYR,3,4,2,18.0,F,12.0,12.0,6.0
2898104,-1,20753,NYR,2010,PIT,8.0,L,NYR,3,4,2,18.0,F,12.0,12.0,6.0
2898105,-1,20753,NYR,2010,PIT,86.0,L,NYR,3,4,2,18.0,F,12.0,12.0,6.0
2898106,-1,20753,NYR,2010,PIT,5.0,D,NYR,3,4,1,18.0,D,6.0,12.0,6.0
2898107,-1,20753,NYR,2010,PIT,18.0,D,NYR,3,4,1,18.0,D,6.0,12.0,6.0
2898115,-1,20753,NYR,2010,PIT,42.0,C,NYR,3,4,2,18.0,F,12.0,12.0,6.0
2898121,-1,20753,NYR,2010,PIT,21.0,C,NYR,3,4,1,18.0,F,12.0,12.0,6.0
2898122,-1,20753,NYR,2010,PIT,36.0,C,NYR,3,4,2,18.0,F,12.0,12.0,6.0
2898123,-1,20753,NYR,2010,PIT,24.0,R,NYR,3,4,1,18.0,F,12.0,12.0,6.0
2898124,-1,20753,NYR,2010,PIT,4.0,D,NYR,3,4,2,18.0,D,6.0,12.0,6.0
2898125,-1,20753,NYR,2010,PIT,97.0,D,NYR,3,4,2,18.0,D,6.0,12.0,6.0
2898139,-1,20753,NYR,2010,PIT,23.0,C,NYR,3,4,2,18.0,F,12.0,12.0,6.0
2898140,-1,20753,NYR,2010,PIT,45.0,C,NYR,3,4,2,18.0,F,12.0,12.0,6.0
2898141,-1,20753,NYR,2010,PIT,16.0,L,NYR,3,4,2,18.0,F,12.0,12.0,6.0
2898142,-1,20753,NYR,2010,PIT,27.0,D,NYR,3,4,2,18.0,D,6.0,12.0,6.0
2898143,-1,20753,NYR,2010,PIT,38.0,D,NYR,3,4,2,18.0,D,6.0,12.0,6.0
2898181,-1,20753,NYR,2010,PIT,17.0,C,NYR,3,4,1,18.0,F,12.0,12.0,6.0
2898183,-1,20753,NYR,2010,PIT,10.0,R,NYR,3,4,1,18.0,F,12.0,12.0,6.0
2899555,-1,20754,WSH,2010,MTL,15.0,C,WSH,2,3,2,18.0,F,12.0,12.0,6.0
2899556,-1,20754,WSH,2010,MTL,39.0,C,WSH,2,3,2,18.0,F,12.0,12.0,6.0
2899557,-1,20754,WSH,2010,MTL,10.0,R,WSH,2,3,2,18.0,F,12.0,12.0,6.0
2899558,-1,20754,WSH,2010,MTL,27.0,D,WSH,2,3,1,18.0,D,6.0,12.0,6.0
2899559,-1,20754,WSH,2010,MTL,74.0,D,WSH,2,3,1,18.0,D,6.0,12.0,6.0
2899567,-1,20754,WSH,2010,MTL,19.0,C,WSH,2,3,1,18.0,F,12.0,12.0,6.0
2899568,-1,20754,WSH,2010,MTL,22.0,R,WSH,2,3,1,18.0,F,12.0,12.0,6.0
2899569,-1,20754,WSH,2010,MTL,8.0,L,WSH,2,3,1,18.0,F,12.0,12.0,6.0
2899570,-1,20754,WSH,2010,MTL,52.0,D,WSH,2,3,1,18.0,D,6.0,12.0,6.0
2899571,-1,20754,WSH,2010,MTL,55.0,D,WSH,2,3,2,18.0,D,6.0,12.0,6.0
2899579,-1,20754,WSH,2010,MTL,85.0,C,WSH,2,3,2,18.0,F,12.0,12.0,6.0
2899580,-1,20754,WSH,2010,MTL,21.0,L,WSH,2,3,1,18.0,F,12.0,12.0,6.0
2899581,-1,20754,WSH,2010,MTL,25.0,L,WSH,2,3,2,18.0,F,12.0,12.0,6.0
2899582,-1,20754,WSH,2010,MTL,4.0,D,WSH,2,3,2,18.0,D,6.0,12.0,6.0
2899589,-1,20754,WSH,2010,MTL,23.0,D,WSH,2,3,2,18.0,D,6.0,12.0,6.0
2899597,-1,20754,WSH,2010,MTL,26.0,C,WSH,2,3,2,18.0,F,12.0,12.0,6.0
2899598,-1,20754,WSH,2010,MTL,83.0,C,WSH,2,3,2,18.0,F,12.0,12.0,6.0
2899605,-1,20754,WSH,2010,MTL,90.0,C,WSH,2,3,2,18.0,F,12.0,12.0,6.0
2900960,-1,20755,CAR,2010,BOS,12.0,C,CAR,2,3,1,18.0,F,12.0,12.0,6.0
2900961,-1,20755,CAR,2010,BOS,14.0,L,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2900962,-1,20755,CAR,2010,BOS,26.0,L,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2900963,-1,20755,CAR,2010,BOS,6.0,D,CAR,2,3,2,18.0,D,6.0,12.0,6.0
2900964,-1,20755,CAR,2010,BOS,77.0,D,CAR,2,3,1,18.0,D,6.0,12.0,6.0
2900966,-1,20755,CAR,2010,BOS,16.0,C,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2900967,-1,20755,CAR,2010,BOS,19.0,C,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2900968,-1,20755,CAR,2010,BOS,36.0,L,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2900969,-1,20755,CAR,2010,BOS,4.0,D,CAR,2,3,2,18.0,D,6.0,12.0,6.0
2900970,-1,20755,CAR,2010,BOS,25.0,D,CAR,2,3,2,18.0,D,6.0,12.0,6.0
2900992,-1,20755,CAR,2010,BOS,53.0,C,CAR,2,3,1,18.0,F,12.0,12.0,6.0
2900993,-1,20755,CAR,2010,BOS,7.0,D,CAR,2,3,2,18.0,D,6.0,12.0,6.0
2901003,-1,20755,CAR,2010,BOS,15.0,R,CAR,2,3,1,18.0,F,12.0,12.0,6.0
2901004,-1,20755,CAR,2010,BOS,59.0,R,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2901058,-1,20755,CAR,2010,BOS,44.0,D,CAR,2,3,2,18.0,D,6.0,12.0,6.0
2901067,-1,20755,CAR,2010,BOS,29.0,C,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2901079,-1,20755,CAR,2010,BOS,20.0,R,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2901098,-1,20755,CAR,2010,BOS,39.0,R,CAR,2,3,2,18.0,F,12.0,12.0,6.0
2902579,-3,20756,ATL,2010,NYI,10.0,R,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902580,-3,20756,ATL,2010,NYI,22.0,R,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902581,-3,20756,ATL,2010,NYI,9.0,L,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902582,-3,20756,ATL,2010,NYI,4.0,D,ATL,1,4,2,18.0,D,6.0,12.0,6.0
2902583,-3,20756,ATL,2010,NYI,6.0,D,ATL,1,4,2,18.0,D,6.0,12.0,6.0
2902585,-3,20756,ATL,2010,NYI,47.0,C,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902586,-3,20756,ATL,2010,NYI,18.0,R,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902587,-3,20756,ATL,2010,NYI,16.0,L,ATL,1,4,1,18.0,F,12.0,12.0,6.0
2902594,-3,20756,ATL,2010,NYI,29.0,D,ATL,1,4,2,18.0,D,6.0,12.0,6.0
2902595,-3,20756,ATL,2010,NYI,33.0,D,ATL,1,4,1,18.0,D,6.0,12.0,6.0
2902606,-3,20756,ATL,2010,NYI,3.0,D,ATL,1,4,2,18.0,D,6.0,12.0,6.0
2902607,-3,20756,ATL,2010,NYI,24.0,D,ATL,1,4,2,18.0,D,6.0,12.0,6.0
2902645,-3,20756,ATL,2010,NYI,8.0,C,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902646,-3,20756,ATL,2010,NYI,80.0,C,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902647,-3,20756,ATL,2010,NYI,19.0,L,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902675,-3,20756,ATL,2010,NYI,45.0,C,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902676,-3,20756,ATL,2010,NYI,14.0,R,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2902677,-3,20756,ATL,2010,NYI,27.0,R,ATL,1,4,2,18.0,F,12.0,12.0,6.0
2904117,-3,20757,CBJ,2010,CHI,18.0,C,CBJ,4,7,1,18.0,F,12.0,12.0,6.0
2904118,-3,20757,CBJ,2010,CHI,50.0,C,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904119,-3,20757,CBJ,2010,CHI,20.0,L,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904120,-3,20757,CBJ,2010,CHI,10.0,D,CBJ,4,7,2,18.0,D,6.0,12.0,6.0
2904121,-3,20757,CBJ,2010,CHI,14.0,D,CBJ,4,7,2,18.0,D,6.0,12.0,6.0
2904129,-3,20757,CBJ,2010,CHI,26.0,C,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904130,-3,20757,CBJ,2010,CHI,71.0,R,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904131,-3,20757,CBJ,2010,CHI,3.0,D,CBJ,4,7,2,18.0,D,6.0,12.0,6.0
2904132,-3,20757,CBJ,2010,CHI,51.0,D,CBJ,4,7,2,18.0,D,6.0,12.0,6.0
2904145,-3,20757,CBJ,2010,CHI,15.0,R,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904147,-3,20757,CBJ,2010,CHI,35.0,D,CBJ,4,7,2,18.0,D,6.0,12.0,6.0
2904161,-3,20757,CBJ,2010,CHI,16.0,C,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904162,-3,20757,CBJ,2010,CHI,93.0,R,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904163,-3,20757,CBJ,2010,CHI,61.0,L,CBJ,4,7,1,18.0,F,12.0,12.0,6.0
2904164,-3,20757,CBJ,2010,CHI,6.0,D,CBJ,4,7,2,18.0,D,6.0,12.0,6.0
2904203,-3,20757,CBJ,2010,CHI,24.0,C,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904204,-3,20757,CBJ,2010,CHI,40.0,R,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2904205,-3,20757,CBJ,2010,CHI,11.0,L,CBJ,4,7,2,18.0,F,12.0,12.0,6.0
2907108,-1,20759,STL,2010,COL,10.0,C,STL,3,4,1,18.0,F,12.0,12.0,6.0
2907109,-1,20759,STL,2010,COL,25.0,R,STL,3,4,2,18.0,F,12.0,12.0,6.0
2907110,-1,20759,STL,2010,COL,42.0,R,STL,3,4,1,18.0,F,12.0,12.0,6.0
2907111,-1,20759,STL,2010,COL,12.0,D,STL,3,4,2,18.0,D,6.0,12.0,6.0
2907112,-1,20759,STL,2010,COL,28.0,D,STL,3,4,2,18.0,D,6.0,12.0,6.0
2907120,-1,20759,STL,2010,COL,20.0,C,STL,3,4,1,18.0,F,12.0,12.0,6.0
2907123,-1,20759,STL,2010,COL,5.0,D,STL,3,4,2,18.0,D,6.0,12.0,6.0
2907124,-1,20759,STL,2010,COL,27.0,D,STL,3,4,1,18.0,D,6.0,12.0,6.0
2907133,-1,20759,STL,2010,COL,21.0,C,STL,3,4,2,18.0,F,12.0,12.0,6.0
2907134,-1,20759,STL,2010,COL,74.0,C,STL,3,4,2,18.0,F,12.0,12.0,6.0
2907156,-1,20759,STL,2010,COL,17.0,C,STL,3,4,2,18.0,F,12.0,12.0,6.0
2907157,-1,20759,STL,2010,COL,22.0,R,STL,3,4,2,18.0,F,12.0,12.0,6.0
2907158,-1,20759,STL,2010,COL,15.0,L,STL,3,4,2,18.0,F,12.0,12.0,6.0
2907159,-1,20759,STL,2010,COL,46.0,D,STL,3,4,2,18.0,D,6.0,12.0,6.0
2907160,-1,20759,STL,2010,COL,64.0,D,STL,3,4,2,18.0,D,6.0,12.0,6.0
2907168,-1,20759,STL,2010,COL,38.0,C,STL,3,4,2,18.0,F,12.0,12.0,6.0
2907169,-1,20759,STL,2010,COL,26.0,R,STL,3,4,2,18.0,F,12.0,12.0,6.0
2907170,-1,20759,STL,2010,COL,36.0,R,STL,3,4,2,18.0,F,12.0,12.0,6.0
2908597,-1,20760,NSH,2010,CGY,13.0,C,NSH,2,3,2,18.0,F,12.0,12.0,6.0
2908598,-1,20760,NSH,2010,CGY,25.0,R,NSH,2,3,2,18.0,F,12.0,12.0,6.0
2908599,-1,20760,NSH,2010,CGY,29.0,R,NSH,2,3,2,18.0,F,12.0,12.0,6.0
2908600,-1,20760,NSH,2010,CGY,8.0,D,NSH,2,3,2,18.0,D,6.0,12.0,6.0
2908601,-1,20760,NSH,2010,CGY,52.0,D,NSH,2,3,2,18.0,D,6.0,12.0,6.0
2908621,-1,20760,NSH,2010,CGY,11.0,C,NSH,2,3,1,18.0,F,12.0,12.0,6.0
2908624,-1,20760,NSH,2010,CGY,55.0,D,NSH,2,3,2,18.0,D,6.0,12.0,6.0
2908631,-1,20760,NSH,2010,CGY,10.0,R,NSH,2,3,1,18.0,F,12.0,12.0,6.0
2908633,-1,20760,NSH,2010,CGY,6.0,D,NSH,2,3,1,18.0,D,6.0,12.0,6.0
2908634,-1,20760,NSH,2010,CGY,20.0,D,NSH,2,3,1,18.0,D,6.0,12.0,6.0
2908656,-1,20760,NSH,2010,CGY,9.0,C,NSH,2,3,2,18.0,F,12.0,12.0,6.0
2908657,-1,20760,NSH,2010,CGY,74.0,L,NSH,2,3,1,18.0,F,12.0,12.0,6.0
2908658,-1,20760,NSH,2010,CGY,4.0,D,NSH,2,3,2,18.0,D,6.0,12.0,6.0
2908661,-1,20760,NSH,2010,CGY,53.0,C,NSH,2,3,2,18.0,F,12.0,12.0,6.0
2908662,-1,20760,NSH,2010,CGY,24.0,R,NSH,2,3,2,18.0,F,12.0,12.0,6.0
2908663,-1,20760,NSH,2010,CGY,71.0,R,NSH,2,3,2,18.0,F,12.0,12.0,6.0
2908674,-1,20760,NSH,2010,CGY,33.0,C,NSH,2,3,2,18.0,F,12.0,12.0,6.0
2908675,-1,20760,NSH,2010,CGY,27.0,R,NSH,2,3,1,18.0,F,12.0,12.0,6.0
2909852,1,20761,LA,2010,MIN,9.0,C,MIN,1,0,1,18.0,F,12.0,12.0,6.0
2909853,1,20761,LA,2010,MIN,20.0,R,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2909854,1,20761,LA,2010,MIN,15.0,L,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2909855,1,20761,LA,2010,MIN,8.0,D,MIN,1,0,1,18.0,D,6.0,12.0,6.0
2909856,1,20761,LA,2010,MIN,55.0,D,MIN,1,0,2,18.0,D,6.0,12.0,6.0
2909858,1,20761,LA,2010,MIN,21.0,C,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2909859,1,20761,LA,2010,MIN,22.0,R,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2909860,1,20761,LA,2010,MIN,24.0,R,MIN,1,0,1,18.0,F,12.0,12.0,6.0
2909861,1,20761,LA,2010,MIN,4.0,D,MIN,1,0,2,18.0,D,6.0,12.0,6.0
2909862,1,20761,LA,2010,MIN,5.0,D,MIN,1,0,2,18.0,D,6.0,12.0,6.0
2909864,1,20761,LA,2010,MIN,7.0,C,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2909865,1,20761,LA,2010,MIN,96.0,C,MIN,1,0,1,18.0,F,12.0,12.0,6.0
2909866,1,20761,LA,2010,MIN,12.0,R,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2909867,1,20761,LA,2010,MIN,25.0,D,MIN,1,0,2,18.0,D,6.0,12.0,6.0
2909868,1,20761,LA,2010,MIN,46.0,D,MIN,1,0,2,18.0,D,6.0,12.0,6.0
2909876,1,20761,LA,2010,MIN,11.0,C,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2909877,1,20761,LA,2010,MIN,16.0,R,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2909878,1,20761,LA,2010,MIN,23.0,L,MIN,1,0,2,18.0,F,12.0,12.0,6.0
2911057,-3,20762,DAL,2010,VAN,63.0,C,DAL,1,4,1,18.0,F,12.0,12.0,6.0
2911058,-3,20762,DAL,2010,VAN,15.0,R,DAL,1,4,2,18.0,F,12.0,12.0,6.0
2911059,-3,20762,DAL,2010,VAN,10.0,L,DAL,1,4,2,18.0,F,12.0,12.0,6.0
2911060,-3,20762,DAL,2010,VAN,6.0,D,DAL,1,4,2,18.0,D,6.0,12.0,6.0
2911061,-3,20762,DAL,2010,VAN,44.0,D,DAL,1,4,2,18.0,D,6.0,12.0,6.0
2911081,-3,20762,DAL,2010,VAN,91.0,C,DAL,1,4,1,18.0,F,12.0,12.0,6.0
2911082,-3,20762,DAL,2010,VAN,18.0,L,DAL,1,4,2,18.0,F,12.0,12.0,6.0
2911083,-3,20762,DAL,2010,VAN,21.0,L,DAL,1,4,1,18.0,F,12.0,12.0,6.0
2911084,-3,20762,DAL,2010,VAN,2.0,D,DAL,1,4,2,18.0,D,6.0,12.0,6.0
2911087,-3,20762,DAL,2010,VAN,29.0,C,DAL,1,4,2,18.0,F,12.0,12.0,6.0
2911088,-3,20762,DAL,2010,VAN,39.0,C,DAL,1,4,2,18.0,F,12.0,12.0,6.0
2911089,-3,20762,DAL,2010,VAN,16.0,R,DAL,1,4,2,18.0,F,12.0,12.0,6.0
2911090,-3,20762,DAL,2010,VAN,5.0,D,DAL,1,4,2,18.0,D,6.0,12.0,6.0
2911091,-3,20762,DAL,2010,VAN,37.0,D,DAL,1,4,2,18.0,D,6.0,12.0,6.0
2911123,-3,20762,DAL,2010,VAN,11.0,C,DAL,1,4,2,18.0,F,12.0,12.0,6.0
